hoja,celda,formula,constante_detectada,impacto
IVA Dptos,C1,=39850,39850,BAJO
IVA Dptos,E8,=(D8/1.18)*0.18,1.18,BAJO
IVA Dptos,E8,=(D8/1.18)*0.18,0.18,BAJO
IVA Dptos,F8,=E8/0.19,0.19,BAJO
IVA Dptos,E9,=(D9/1.18)*0.18,1.18,BAJO
IVA Dptos,E9,=(D9/1.18)*0.18,0.18,BAJO
IVA Dptos,F9,=E9/0.19,0.19,BAJO
IVA Dptos,E10,=(D10/1.18)*0.18,1.18,BAJO
IVA Dptos,E10,=(D10/1.18)*0.18,0.18,BAJO
IVA Dptos,F10,=E10/0.19,0.19,BAJO
IVA Dptos,E11,=(D11/1.18)*0.18,1.18,BAJO
IVA Dptos,E11,=(D11/1.18)*0.18,0.18,BAJO
IVA Dptos,F11,=E11/0.19,0.19,BAJO
IVA Dptos,E12,=(D12/1.18)*0.18,1.18,BAJO
IVA Dptos,E12,=(D12/1.18)*0.18,0.18,BAJO
IVA Dptos,F12,=E12/0.19,0.19,BAJO
IVA Dptos,E13,=(D13/1.18)*0.18,1.18,BAJO
IVA Dptos,E13,=(D13/1.18)*0.18,0.18,BAJO
IVA Dptos,F13,=E13/0.19,0.19,BAJO
IVA Dptos,E14,=(D14/1.18)*0.18,1.18,BAJO
IVA Dptos,E14,=(D14/1.18)*0.18,0.18,BAJO
IVA Dptos,F14,=E14/0.19,0.19,BAJO
IVA Dptos,E15,=(D15/1.18)*0.18,1.18,BAJO
IVA Dptos,E15,=(D15/1.18)*0.18,0.18,BAJO
IVA Dptos,F15,=E15/0.19,0.19,BAJO
IVA Dptos,E16,=(D16/1.18)*0.18,1.18,BAJO
IVA Dptos,E16,=(D16/1.18)*0.18,0.18,BAJO
IVA Dptos,F16,=E16/0.19,0.19,BAJO
IVA Dptos,E17,=(D17/1.18)*0.18,1.18,BAJO
IVA Dptos,E17,=(D17/1.18)*0.18,0.18,BAJO
IVA Dptos,F17,=E17/0.19,0.19,BAJO
IVA Dptos,E18,=(D18/1.18)*0.18,1.18,BAJO
IVA Dptos,E18,=(D18/1.18)*0.18,0.18,BAJO
IVA Dptos,F18,=E18/0.19,0.19,BAJO
IVA Dptos,E19,=(D19/1.18)*0.18,1.18,BAJO
IVA Dptos,E19,=(D19/1.18)*0.18,0.18,BAJO
IVA Dptos,F19,=E19/0.19,0.19,BAJO
IVA Dptos,E20,=(D20/1.18)*0.18,1.18,BAJO
IVA Dptos,E20,=(D20/1.18)*0.18,0.18,BAJO
IVA Dptos,F20,=E20/0.19,0.19,BAJO
IVA Dptos,E21,=(D21/1.18)*0.18,1.18,BAJO
IVA Dptos,E21,=(D21/1.18)*0.18,0.18,BAJO
IVA Dptos,F21,=E21/0.19,0.19,BAJO
IVA Dptos,E22,=(D22/1.18)*0.18,1.18,BAJO
IVA Dptos,E22,=(D22/1.18)*0.18,0.18,BAJO
IVA Dptos,F22,=E22/0.19,0.19,BAJO
IVA Dptos,E23,=(D23/1.18)*0.18,1.18,BAJO
IVA Dptos,E23,=(D23/1.18)*0.18,0.18,BAJO
IVA Dptos,F52,=F48*0.08,0.08,BAJO
Hoja1,E3,='IVA Dptos'!M8*0.8,0.8,BAJO
Hoja1,F3,='IVA Dptos'!O8*0.8,0.8,BAJO
Hoja1,O3,"=VLOOKUP(M3,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E4,='IVA Dptos'!M9*0.8,0.8,BAJO
Hoja1,F4,='IVA Dptos'!O9*0.8,0.8,BAJO
Hoja1,O4,"=VLOOKUP(M4,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E5,='IVA Dptos'!M10*0.8,0.8,BAJO
Hoja1,F5,='IVA Dptos'!O10*0.8,0.8,BAJO
Hoja1,O5,"=VLOOKUP(M5,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E6,='IVA Dptos'!M11*0.8,0.8,BAJO
Hoja1,F6,='IVA Dptos'!O11*0.8,0.8,BAJO
Hoja1,O6,"=VLOOKUP(M6,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E7,='IVA Dptos'!M12*0.8,0.8,BAJO
Hoja1,F7,='IVA Dptos'!O12*0.8,0.8,BAJO
Hoja1,O7,"=VLOOKUP(M7,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E8,='IVA Dptos'!M13*0.8,0.8,BAJO
Hoja1,F8,='IVA Dptos'!O13*0.8,0.8,BAJO
Hoja1,O8,"=VLOOKUP(M8,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E9,='IVA Dptos'!M14*0.8,0.8,BAJO
Hoja1,F9,='IVA Dptos'!O14*0.8,0.8,BAJO
Hoja1,O9,"=VLOOKUP(M9,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E10,='IVA Dptos'!M15*0.8,0.8,BAJO
Hoja1,F10,='IVA Dptos'!O15*0.8,0.8,BAJO
Hoja1,O10,"=VLOOKUP(M10,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E11,='IVA Dptos'!M16*0.8,0.8,BAJO
Hoja1,F11,='IVA Dptos'!O16*0.8,0.8,BAJO
Hoja1,O11,"=VLOOKUP(M11,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E12,='IVA Dptos'!M17*0.8,0.8,BAJO
Hoja1,F12,='IVA Dptos'!O17*0.8,0.8,BAJO
Hoja1,O12,"=VLOOKUP(M12,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E13,='IVA Dptos'!M18*0.8,0.8,BAJO
Hoja1,F13,='IVA Dptos'!O18*0.8,0.8,BAJO
Hoja1,O13,"=VLOOKUP(M13,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E14,='IVA Dptos'!M19*0.8,0.8,BAJO
Hoja1,F14,='IVA Dptos'!O19*0.8,0.8,BAJO
Hoja1,O14,"=VLOOKUP(M14,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E15,='IVA Dptos'!M20*0.8,0.8,BAJO
Hoja1,F15,='IVA Dptos'!O20*0.8,0.8,BAJO
Hoja1,O15,"=VLOOKUP(M15,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E16,='IVA Dptos'!M21*0.8,0.8,BAJO
Hoja1,F16,='IVA Dptos'!O21*0.8,0.8,BAJO
Hoja1,O16,"=VLOOKUP(M16,$B$3:$K$17,10,0)",10,MEDIO
Hoja1,E17,='IVA Dptos'!M22*0.8,0.8,BAJO
Hoja1,F17,='IVA Dptos'!O22*0.8,0.8,BAJO
Hoja1,O17,"=VLOOKUP(M17,$B$3:$K$17,10,0)",10,MEDIO
Arriendo,I4,=H4/12,12,BAJO
Arriendo,K4,=J4*19%,19,BAJO
Arriendo,I5,=H5/12,12,BAJO
Arriendo,K5,=J5*19%,19,BAJO
Arriendo,I6,=H6/12,12,BAJO
Arriendo,K6,=J6*19%,19,BAJO
Arriendo,I7,=H7/12,12,BAJO
Arriendo,K7,=J7*19%,19,BAJO
Arriendo,I8,=H8/12,12,BAJO
Arriendo,K8,=J8*19%,19,BAJO
Arriendo,I9,=H9/12,12,BAJO
Arriendo,K9,=J9*19%,19,BAJO
Arriendo,I10,=H10/12,12,BAJO
Arriendo,K10,=J10*19%,19,BAJO
Arriendo,I11,=H11/12,12,BAJO
Arriendo,K11,=J11*19%,19,BAJO
Arriendo,I12,=H12/12,12,BAJO
Arriendo,K12,=J12*19%,19,BAJO
Arriendo,I13,=H13/12,12,BAJO
Arriendo,K13,=J13*19%,19,BAJO
Arriendo,I14,=H14/12,12,BAJO
Arriendo,K14,=J14*19%,19,BAJO
Arriendo,I15,=H15/12,12,BAJO
Arriendo,K15,=J15*19%,19,BAJO
Arriendo,I16,=H16/12,12,BAJO
Arriendo,K16,=J16*19%,19,BAJO
Arriendo,Q16,=500000,500000,BAJO
Arriendo,I17,=H17/12,12,BAJO
Arriendo,K17,=J17*19%,19,BAJO
Arriendo,I18,=H18/12,12,BAJO
Arriendo,K18,=J18*19%,19,BAJO
Arriendo,O19,=50%,50,BAJO
Flujo mensual,G5,=C11*0.19,0.19,BAJO
Flujo mensual,E15,=Arriendo!$R$19*2,2,BAJO
Flujo mensual,F15,=Arriendo!$R$19*2,2,BAJO
Flujo mensual,G15,=Arriendo!$R$19*2,2,BAJO
Flujo mensual,H15,=Arriendo!$R$19*2,2,BAJO
Flujo mensual,I15,=Arriendo!$R$19*4,4,BAJO
Flujo mensual,J15,=Arriendo!$R$19*3,3,BAJO
Flujo mensual,E16,=Arriendo!$R$22*13,13,BAJO
Flujo mensual,F16,=Arriendo!$R$22*11,11,BAJO
Flujo mensual,G16,=Arriendo!$R$22*9,9,BAJO
Flujo mensual,H16,=Arriendo!$R$22*7,7,BAJO
Flujo mensual,I16,=Arriendo!$R$22*3,3,BAJO
Flujo mensual,E17,=Arriendo!$R$31*2,2,BAJO
Flujo mensual,F17,=Arriendo!$R$31*4,4,BAJO
Flujo mensual,G17,=Arriendo!$R$31*6,6,BAJO
Flujo mensual,H17,=Arriendo!$R$31*8,8,BAJO
Flujo mensual,I17,=Arriendo!$R$31*12,12,BAJO
Flujo mensual,J17,=Arriendo!$R$31*15,15,BAJO
Flujo 5 años C12,G3,='Flujo mensual'!$O$4*12*0.9,12,BAJO
Flujo 5 años C12,G3,='Flujo mensual'!$O$4*12*0.9,0.9,BAJO
Flujo 5 años C12,H3,='Flujo mensual'!$O$4*12*0.9,12,BAJO
Flujo 5 años C12,H3,='Flujo mensual'!$O$4*12*0.9,0.9,BAJO
Flujo 5 años C12,I3,='Flujo mensual'!$O$4*12*0.9,12,BAJO
Flujo 5 años C12,I3,='Flujo mensual'!$O$4*12*0.9,0.9,BAJO
Flujo 5 años C12,J3,='Flujo mensual'!$O$4*12*0.9,12,BAJO
Flujo 5 años C12,J3,='Flujo mensual'!$O$4*12*0.9,0.9,BAJO
Flujo 5 años C12,J6,='IVA Dptos'!AD23*0.9,0.9,BAJO
Flujo 5 años C12,G17,='Flujo mensual'!$O$17*12*0.9,12,BAJO
Flujo 5 años C12,G17,='Flujo mensual'!$O$17*12*0.9,0.9,BAJO
Flujo 5 años C12,H17,='Flujo mensual'!$O$17*12*0.9,12,BAJO
Flujo 5 años C12,H17,='Flujo mensual'!$O$17*12*0.9,0.9,BAJO
Flujo 5 años C12,I17,='Flujo mensual'!$O$17*12*0.9,12,BAJO
Flujo 5 años C12,I17,='Flujo mensual'!$O$17*12*0.9,0.9,BAJO
Flujo 5 años C12,J17,='Flujo mensual'!$O$17*12*0.9,12,BAJO
Flujo 5 años C12,J17,='Flujo mensual'!$O$17*12*0.9,0.9,BAJO
Flujo 5 años C12,G20,='Flujo mensual'!$O$20*12,12,BAJO
Flujo 5 años C12,H20,='Flujo mensual'!$O$20*12,12,BAJO
Flujo 5 años C12,I20,='Flujo mensual'!$O$20*12,12,BAJO
Flujo 5 años C12,J20,='Flujo mensual'!$O$20*12,12,BAJO
Flujo 5 años C12 (2),G5,='Flujo mensual'!$O$4*12*0.9,12,BAJO
Flujo 5 años C12 (2),G5,='Flujo mensual'!$O$4*12*0.9,0.9,BAJO
Flujo 5 años C12 (2),H5,='Flujo mensual'!$O$4*12*0.9,12,BAJO
Flujo 5 años C12 (2),H5,='Flujo mensual'!$O$4*12*0.9,0.9,BAJO
Flujo 5 años C12 (2),I5,='Flujo mensual'!$O$4*12*0.9,12,BAJO
Flujo 5 años C12 (2),I5,='Flujo mensual'!$O$4*12*0.9,0.9,BAJO
Flujo 5 años C12 (2),J5,='Flujo mensual'!$O$4*12*0.9,12,BAJO
Flujo 5 años C12 (2),J5,='Flujo mensual'!$O$4*12*0.9,0.9,BAJO
Flujo 5 años C12 (2),G19,='Flujo mensual'!$O$17*12*0.9,12,BAJO
Flujo 5 años C12 (2),G19,='Flujo mensual'!$O$17*12*0.9,0.9,BAJO
Flujo 5 años C12 (2),H19,='Flujo mensual'!$O$17*12*0.9,12,BAJO
Flujo 5 años C12 (2),H19,='Flujo mensual'!$O$17*12*0.9,0.9,BAJO
Flujo 5 años C12 (2),I19,='Flujo mensual'!$O$17*12*0.9,12,BAJO
Flujo 5 años C12 (2),I19,='Flujo mensual'!$O$17*12*0.9,0.9,BAJO
Flujo 5 años C12 (2),J19,='Flujo mensual'!$O$17*12*0.9,12,BAJO
Flujo 5 años C12 (2),J19,='Flujo mensual'!$O$17*12*0.9,0.9,BAJO
Flujo 5 años C12 (2),G22,='Flujo mensual'!$O$20*12,12,BAJO
Flujo 5 años C12 (2),H22,='Flujo mensual'!$O$20*12,12,BAJO
Flujo 5 años C12 (2),I22,='Flujo mensual'!$O$20*12,12,BAJO
Flujo 5 años C12 (2),J22,='Flujo mensual'!$O$20*12,12,BAJO
Crédito Comercial 12A,E3,=118000,118000,BAJO
Crédito Comercial 12A,D6,=D5/12,12,BAJO
Crédito Comercial 12A,D7,=12*12,12,BAJO
Crédito Comercial 12A,D8,=D7/12,12,BAJO
Crédito Comercial 12A,H9,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H10,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H11,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H12,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H13,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H14,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H15,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H16,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H17,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H18,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H19,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H20,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H21,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H22,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H23,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H24,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H25,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H26,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H27,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H28,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H29,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H30,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H31,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H32,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H33,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H34,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H35,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H36,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H37,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H38,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H39,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H40,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H41,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H42,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H43,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H44,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H45,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H46,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H47,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H48,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H49,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H50,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H51,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H52,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H53,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H54,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H55,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H56,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H57,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H58,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H59,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H60,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H61,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H62,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H63,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H64,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H65,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H66,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H67,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H68,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H69,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H70,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H71,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H72,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H73,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H74,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H75,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H76,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H77,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H78,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H79,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
Crédito Comercial 12A,H80,"=PMT($D$5/12,$D$7,$D$4)",12,MEDIO
